리뷰,날짜,업소명,지역
영종도 바다뷰 찻집뷰가너무좋아서 앉아만있어도 힐링되는곳오픈시간때오면 창가자리 앉기 수월 하지만 금방차는 느낌입니다차와 다과도 맛있고 좋은곳뷰가 정말 최고입니다더보기,2023-02-05,차덕분,인천
"분위기 최고에요.....노래도 좋고, 차에 대해 설명해주시는 시간이 제일 좋았습니다🩷",2023-04-16,차덕분,인천
분위기 좋은 찻집이기보단 사람 많은 관광지 찻집이었어요..! 차는 먹을 만했지만 가격은 비싸게 느껴집니다~,2023-03-19,차덕분,인천
뷰가 정말 좋은 카페입니다. 주말 방문했는데 사람이 많아서 자리 경쟁이 치열합니다🥹호지차빙수 맛있었고 한상차림은 궁금해서 주문해봤습니다..😅,2023-04-16,차덕분,인천
웨이팅으로 사람이 바글바글할때 아니면 분위기도 너무 좋고  차도 너무 맛있어요. 가래떡 찍어먹는 흑당시럽 너무 맛있고 애주려고산 공주밤 아이스크림은 어른들이 환장하며 뺐어먹습니다.. 넘좋아서 재방문했어요! 차는 경주홍암차가 꼬습하니 좋습니당.,2023-03-26,차덕분,인천
커피향이 좋아요,2023-08-06,차덕분,인천
분위기랑 특이한 차들이 많아 좋네요,2023-07-07,차덕분,인천
뷰가 정말 좋아요. 비싸지만 아깝지 않습니다. 차가 맛있고 디저트도 맛있어요,2023-04-10,차덕분,인천
차도 분위기도 가족과함께가기에도 좋은장소인거같아요. ^^ 종종 이용할거같아요 오래 매장이 유지되면 좋겟네요,2023-03-04,차덕분,인천
빙수 굿굿! 밤아이스크림 꼭 드세요❤️,2023-07-23,차덕분,인천
"찻물 리필되는 것도 좋았고, 자리이동이 가능해서 뷰좋은 자리에 앉아있다가 한컷 찍고 힐링했습니다.",2023-02-26,차덕분,인천
오랜만에 방문하니 웨이팅이 길어졌네요ㅎㅎ 분위기도 좋고 차에 대해 설명도 잘 해주시고 차 맛도 좋아요 ~~~ 가래떡구이는 무조건 주문해야하는 조합입니다 ! 🖤,2023-02-11,차덕분,인천
분위기도 좋고 음악도 너무 좋아요ㅎㅎㅎ,2023-04-29,차덕분,인천
차도 맛있고 차 설명도 친절하게 해주셔서 좋았습니다❣️ 조용한 분위기에서 담소나누기에도 좋은 카페예요~,2023-02-20,차덕분,인천
좋아요 감사해요 맛있어요,2023-05-30,차덕분,인천
"가격은 좀 있지만 맛이좋고, 뷰도좋아요",2023-04-21,차덕분,인천
차도 맛있고 디저트도 맛있었어요~ 음악도 좋고 대화나누며 쉬기 좋은 곳이네요,2023-02-24,차덕분,인천
제발 이 곳 와주세요매장도 넓고 뷰도 좋고 인테리어도 너무 예쁘고차도 맛있고 다과도 맛있어요오지 않을 이유가 없는 곳입니다…더보기,2023-02-05,차덕분,인천
구읍뱃터  근처빌딩 8층에 위치해있어 바다뷰를 즐길수 있고 차또한 특별하다,2023-06-17,차덕분,인천
너무 예쁘고 맛있어요,2023-04-22,차덕분,인천
예쁜카페예요고풍스러우면서 세련된느낌?자동문이 열리면 우와~~~~하게됩니다메뉴도 예쁘게 해주셔서사진찍느라 먹는걸 잊었다는사실은......(안비밀)더보기,2023-03-24,차덕분,인천
아이학교 보내고 진짜얼마만에 데이트인지^^와이프가 가보고싶다해서 바로 찾아온 영종도 구읍뱃터에있는 차덕분..차덕분에 와이프랑 연예시절 추억돋이 하고 갑니다^^,2023-01-20,차덕분,인천
뷰도 좋고 인테리어도 잘 해놓으셨더라구요~차도맛있고 음악이 아주 좋았어요 힐링되는 느낌받구 왔어요~,2023-03-31,차덕분,인천
아주좋아요,2023-07-23,차덕분,인천
너무 좋아요!!!인테리어도 분위기도 메뉴도차도 디저트도..또 가고 싶어요 ^^더보기,2023-05-05,차덕분,인천
,2024-02-12,차덕분,인천
좌석간 간격이 확보되어 좋으나..그만큼 좌석이 많지 않고…전 좌석 등받이 없는 좌석으로 허리 안좋은 사람은 주의가 필요하겠네요~음료모두 건강한 맛입니다.더보기,2023-03-25,차덕분,인천
주차장이 좀 에러이긴 하지맛 전망은 굿,2023-08-12,차덕분,인천
차 맛 좋고 오션뷰 최고에요,2023-03-04,차덕분,인천
분위기 좋고 차에 대흔 스토리텔링을 잘해주셔서 마시면서 재밌게 마실 수 있어요 ㅎㅎ 바다 뷰 쵝오,2023-03-26,차덕분,인천
8층이라 전망도 좋고  친절하게 설명해주심    다과  잘 즐기고 갑니다,2023-07-07,차덕분,인천
분위기나 뷰. 차는 좋지만주문받는 시스템 등은 최악입니다. 올 때마다 느끼지만 일하는 분들도 많은데 안내 방법이나 자리 배정은 고민이 없어 보이네요.,2023-03-18,차덕분,인천
차가맛있어요,2023-04-05,차덕분,인천
친절하시고 차와 디저트 맛도 좋고 분위기도 좋아요.,2023-02-16,차덕분,인천
굿입니다,2024-01-09,차덕분,인천
,2023-06-13,차덕분,인천
차가 맛있는 차덕분~~ 덕분에 편안한 시간 보내고 왔어요~~^^,2023-04-06,차덕분,인천
바다보며 차마시기 좋아요뷰도 예뻐요,2023-05-05,차덕분,인천
밤아이스크림 맛있어요~^^ 곶감말이는 안 달고 평범합니다 잎차 고소하다고 설명해주셨는데 경주홍암차는 녹차 맛에 가깝다고 느꼈어요~:) 뷰 넘 예쁘고 인테리어도 예쁘네용,2023-02-25,차덕분,인천
"인스타에서 보고 예전부터 가보고싶었는데, 카페 분위기는 좋은데, 좌식이라 오래 앉아있긴 굉장히 불편하네요 한 번 가본걸로 만족함",2023-04-14,차덕분,인천
IFEZ에서 즐길 수 있는 특별한 차 오마카세 차덕분에는 공주들을 위한 공주 밤 아이스크힘이 있습니다. 식용꽃을 곁들인 달콤한 디저트를 쌉쌀한 쑥라떼와 함께 즐겨보세요-!,2023-03-11,차덕분,인천
"차도 맛있고 분위기도 좋고평일인데도 바다 쪽 좌석은 매진이에요. 지금은 티코스 운영 안해서 안쪽 공간으로 자리 옮겼는데 직원분이 친절하십니다.제주홍차도 냉차, 온차로 다 즐길 수 있어 좋고요.돈 안 아깝네요ㅎㅎ주말은 붐비겠어요.더보기",2023-01-17,차덕분,인천
분위기 참 좋아요~~동양**갔다가 빵이 별로 없어 여기로 왔는데또 만족입니다.,2023-01-11,차덕분,인천
"가격이 비싼 편이지만,분위기 컨셉은 좋아요👍💙",2023-03-27,차덕분,인천
차마실때친절한 설명대접받는 느낌뷰도좋고좋아요더보기,2023-02-25,차덕분,인천
좋아요,2023-07-21,차덕분,인천
전통 차 좋아요.뷰가 좋아요.가끔씩 차 마시러 가요.,2023-05-29,차덕분,인천
차를 먹으니 마음이 안정되는거 같고 좋았어요,2023-05-27,차덕분,인천
1. 공간과 뷰는 더할 나위 없음.2. 이전 갔을 때는 못 느꼈는데 차 설명해주는 남자분 말투가 상당히 인위적이어서 불편했음.3. 찻물 리필되는 건 바로바로 해주도록 개선되었음.4. 한번 자리 잡으면 바꿀 수 없도록 해야한다고 봄. 창가자리 아닌 곳에 앉으면 계속 창가자리 날 때까지 신경쓰이고 즐기지 못하게 됨.5. 웨이팅을 대비해서 바깥쪽 공간 정비 필요해보임. 안에 빙빙 늘어서다보니 원래 이 공간이 가졌던 정갈함이 사라지고 도떼기 시장돼서 다신 안 오고 싶어짐.6. 맛도 좋고 독특하지만 음료 가격이 상당히 사악함. 디저트 가격은 납득됨.더보기,2023-01-24,차덕분,인천
,2023-06-11,차덕분,인천
굿또 방문 하고싶어요,2023-04-15,차덕분,인천
굿,2023-12-09,차덕분,인천
메뉴가 특별해서 가볼만함. 차에 대해 친절하게 설명해줘서 좋음!,2023-01-21,차덕분,인천
차도맛있고 직원분들 친절해요,2023-01-21,차덕분,인천
아침차 마시러왔는데 너무 맛있고.직원분도 친절하고 너무 좋아요~~뷰~~짱~~,2023-01-02,차덕분,인천
넘 좋아요,2023-12-09,차덕분,인천
차도 맛있고 분위기도 좋긴하네요..,2023-01-28,차덕분,인천
뷰 인테리어 최고에요 바다보이고 통유리라 개방감있어요 넓고 친절해요  다양한 음료가 준비되어 있어서 좋아요,2023-03-16,차덕분,인천
차덕분은 차도 다른 디저트도 고급지고 품위있고 분위기까지 너무 좋아서 자주 가고 싶은 곳ⵑ,2023-02-18,차덕분,인천
뷰맛집. 차도 디저트도 보기에도 맛있고 실제로도 맛있음. 완전 추천,2023-01-01,차덕분,인천
,2023-08-14,차덕분,인천
,2023-06-02,차덕분,인천
뷰가 좋아요,2023-06-03,차덕분,인천
,2023-04-29,차덕분,인천
차 제대로 마시고 싶으면 정말 추천해요 뷰도 최고!! 음악도 좋아요,2023-02-20,차덕분,인천
너므 만족했던곳입니다..주말이라 아이들과 바람쐬러갔는데..아이들도 좋아했던곳!!!저희가 주문한 차에대해 자세히 설명해주시고 디저트도 맛있었어요^^ 담엔 부모님 모시고 가려구요.,2023-02-25,차덕분,인천
뷰 맛집 디저트 맛집!!,2023-06-24,차덕분,인천
뷰가좋아요,2023-07-01,차덕분,인천
👍🏼👍🏼,2023-05-28,차덕분,인천
재방문 하고 싶은곳!,2023-08-26,차덕분,인천
굿,2023-07-19,차덕분,인천
아무리 생각해도 너무 비싼…,2023-04-19,차덕분,인천
"바람 들은 날에, 뷰 맛집이네요.",2023-04-22,차덕분,인천
통유리창뷰와 컨셉이 멋있는 인기카페~,2023-01-01,차덕분,인천
굳,2023-07-12,차덕분,인천
뷰가 좋아요,2023-07-11,차덕분,인천
,2023-05-06,차덕분,인천
분위기 짱!!!,2023-04-15,차덕분,인천
차분하게 차를 마실 수 있는 공간인거 같아서 갔는데 기분만 나빠져서 나왔네요웨이팅 줄 있길래 그냥 갈까했는데 금방 자리 난다고 안내를 해서 기다리다 들어갔는데최악이었어요 누구나 뷰가 좋은자리에  앉고 싶겠지만 어쩔수없이 차려대로 앉겠구나 생각했는데  오히려 사장님이 자리경쟁을 유도하네요  일단 빈자리에 앉고 자리싸움을 시키는 구조예요 대놓고 자리가 나면 소지품을 먼저 가져다놓으라고 안내해요차설명이고 자리 안내고 다 친철하게 해주면 좋죠~  근데 그얘기 듣다가 자리 다뺏기고 사람들이 다 앉아서 짐들고 눈치싸움만 하고 있어요ㅋㅋ 목욕탕 자리싸움이랑 똑같애요ㅋㅋ차분한 음악이 나오고 분위기 잡고 차에대한 설명을 해주면 뭐하나요? 도떼기시장같은데 차맛도 기분때문인지 오설록 티백만도 못하네요더보기,2023-03-01,차덕분,인천
아포가토맛있어요 모나카는 그닥..?,2023-02-07,차덕분,인천
가성비 bad,2023-05-01,차덕분,인천
또 가고싶은 곳이에요,2023-05-05,차덕분,인천
차가 맛있어요 간단한 다과도 같이 나와요 바다 뷰가 예쁘네요,2023-03-05,차덕분,인천
차 마시는 내 모습에 취하게 됨,2023-04-06,차덕분,인천
뷰도  좋고 인테리어도 이쁘고 차도 맛있어요.,2023-04-02,차덕분,인천
"뷰도 좋고, 한번쯤 와볼만한 곳",2023-01-25,차덕분,인천
과자점,2023-05-02,차덕분,인천
가격이 좀 사악한것 같지만 분위기도 좋고 차에 대해 설명도 해주시는 그런부분이 좋았어요.,2023-01-07,차덕분,인천
올때마다 조아요오,2023-02-20,차덕분,인천
분위기좋고 차맛도 좋고 직원분도 친절하신데 주차장 협소하고 회센터 건물이라 1층부터 비릿한 냄새가…,2023-02-25,차덕분,인천
매장 안내 해 주시는 남자분께서 참 친절하셔서 기분이 매우 좋았습니다어르신들 모시고 갔었는데 매우 좋아하셨어요,2023-01-24,차덕분,인천
디저트 맛있어용,2023-02-11,차덕분,인천
맛있어욧,2023-07-01,차덕분,인천
,2023-03-25,차덕분,인천
,2023-04-02,차덕분,인천
,2023-04-01,차덕분,인천
차덕분,2023-04-09,차덕분,인천
,2023-03-05,차덕분,인천
또 가고싶을만큼 좋아요,2023-01-31,차덕분,인천
주말에가면 좋은지리 나올때까지 기다려야 합니다! 감수하시면 좋은 사진을 얻으실수 있어요,2023-01-01,차덕분,인천
맛있게 잘 먹다가요,2023-02-25,차덕분,인천
굿,2023-05-20,차덕분,인천
,2023-03-19,차덕분,인천
웨이팅은 있지만 카페가 예쁘고 뷰 좋음자리쟁탈전 심하고 창가자리와 일반자리 차이가 큼청귤홍차와 쑥차라떼 엄청 맛있었음가격이 비싸긴 함더보기,2023-01-26,차덕분,인천
굿,2023-04-15,차덕분,인천
훌륭,2023-03-24,차덕분,인천
굿,2023-04-11,차덕분,인천
풍경이 정말 좋은 티하우스,2023-01-15,차덕분,인천
뷰가 좋아요특별한날 가면 좋아요,2023-02-14,차덕분,인천
👍,2023-05-05,차덕분,인천
ㅎ,2023-03-23,차덕분,인천
"최고의 찻집입니다. 뷰도 좋고~정말 제대로 전통차를 드실 수 있어요.가격이 좀 나가지만 디저트도 다 맛있습니다.단, 지하주차장이 좁아 아쉬웠어요.더보기",2023-01-06,차덕분,인천
디저트가 맛있고 좋아요,2023-02-01,차덕분,인천
평일 방문이라  붐비지 않아  즐거운 시간 보나고 왔어요~~,2023-02-06,차덕분,인천
분위기짱,2023-04-30,차덕분,인천
,2023-03-01,차덕분,인천
좋아요^^,2023-04-06,차덕분,인천
바다가 보이는 곳에서 맛있는 다과와 차를 즐길 수 있어서 참 좋아요.,2023-01-29,차덕분,인천
꼬마인절미가귀엽고맛있어요~^^,2023-01-28,차덕분,인천
좋습니다,2023-02-26,차덕분,인천
뷰 좋고 분우기 좋고 차도 맛나고 가격이 조금 비싼듯 합니다.,2023-01-16,차덕분,인천
,2023-01-29,차덕분,인천
굿,2023-04-19,차덕분,인천
뷰 짱,2023-04-18,차덕분,인천
"인테리어, 뷰, 아기자기한 소품들이 너무 예뻐요!",2023-01-24,차덕분,인천
마음이 차분해지고 조용하니 대화하기 좋아요,2023-03-23,차덕분,인천
분위기 좋아요.,2023-04-22,차덕분,인천
,2023-03-12,차덕분,인천
,2023-04-08,차덕분,인천
굳,2023-04-08,차덕분,인천
분위기 좋아요ㅎㅎ,2023-05-05,차덕분,인천
다른 거 말고 아이스크림 종류와 곶감말이를 시키세욧...!!!,2023-01-11,차덕분,인천
굿,2023-04-03,차덕분,인천
,2023-02-08,차덕분,인천
,2023-08-14,차덕분,인천
,2023-01-19,차덕분,인천
친절해요,2023-03-30,차덕분,인천
,2023-02-19,차덕분,인천
그냥 굳,2023-03-18,차덕분,인천
,2023-01-15,차덕분,인천
힐링타임,2023-03-05,차덕분,인천
이게 만원?,2023-01-28,차덕분,인천
굿,2023-02-08,차덕분,인천
굿,2023-04-12,차덕분,인천
친절해요,2023-02-02,차덕분,인천
굿,2023-02-02,차덕분,인천
차가 맛있고 분위기가 좋아요,2023-02-02,차덕분,인천
차값이 비싸긴했지만 고급스럽고 맛이 있었어요,2023-03-24,차덕분,인천
굿,2023-01-15,차덕분,인천
즐거운 시간 ㅎ,2023-01-15,차덕분,인천
맛있어요ㅎㅎ,2023-01-08,차덕분,인천
굿,2023-01-03,차덕분,인천
,2023-01-30,차덕분,인천
차맛집,2023-01-22,차덕분,인천
맛있어요,2023-03-24,차덕분,인천
,2023-03-20,차덕분,인천
